day,k_veh_per_km,tt_obs_min,tt_pred_agg_min
07-25,6.09720176730486,0.20324005891016197,0.197695409491596
07-25,5.824817518248175,0.20145985401459857,0.19762760293945644
07-25,6.244541484716157,0.20087336244541487,0.19773452829590776
07-25,5.450516986706056,0.2038404726735598,0.1975436155852687
07-25,4.177777777777778,0.20444444444444446,0.19732993872379123
07-25,5.205882352941177,0.20294117647058826,0.19749421595746047
07-25,3.899556868537666,0.2038404726735598,0.19729642140690487
07-25,4.763358778625954,0.21068702290076338,0.19741526992219088
07-25,4.435975609756098,0.2103658536585366,0.19736500334802898
07-25,3.7946428571428568,0.20535714285714285,0.19728488043690323
07-25,3.264705882352941,0.20294117647058826,0.19723516047564904
07-25,3.4545454545454546,0.2090909090909091,0.19725138391523186
07-25,2.747747747747748,0.20720720720720726,0.19719918780688322
07-25,3.0676691729323307,0.2075187969924812,0.1972200840270302
07-25,3.6160714285714284,0.20535714285714285,0.19726656295228054
07-25,3.1981981981981984,0.20720720720720726,0.19722987545831655
07-25,2.6893353941267386,0.2132921174652241,0.1971958249193282
07-25,2.727272727272727,0.2090909090909091,0.19719799367818353
07-25,2.227272727272727,0.2090909090909091,0.19717372267568214
07-25,2.325227963525836,0.209726443768997,0.19717777288328442
07-25,2.6627218934911245,0.20414201183431954,0.19719433715296322
07-25,2.564885496183206,0.21068702290076338,0.1971891021370901
07-25,2.4884792626728114,0.21198156682027652,0.19718526436344572
07-25,1.82648401826484,0.2100456621004566,0.1971603418280098
07-25,1.6946564885496183,0.21068702290076338,0.1971569648653694
07-25,1.9790104947526237,0.20689655172413793,0.1971648581156609
07-25,1.9523809523809523,0.21904761904761905,0.19716402063279276
07-25,1.8807339449541283,0.21100917431192662,0.19716187109895764
07-25,2.3660714285714284,0.20535714285714285,0.19717955874827378
07-25,1.5981735159817352,0.2100456621004566,0.19715478405292924
07-25,1.4176829268292683,0.2103658536585366,0.1971513183989877
07-25,1.889055472263868,0.20689655172413793,0.1971621131006445
07-25,1.9664634146341464,0.2103658536585366,0.1971644608816702
07-25,2.1719457013574663,0.2081447963800905,0.19717157674926886
07-25,1.9672131147540985,0.20566318926974667,0.19716448448455182
07-25,1.40695915279879,0.20877458396369142,0.1971511363382077
07-25,1.751497005988024,0.2065868263473054,0.19715836320835048
07-25,1.6363636363636365,0.2090909090909091,0.19715561882884935
07-25,2.373134328358209,0.20597014925373136,0.1971798734711825
07-25,2.174556213017752,0.20414201183431954,0.1971716757462089
07-25,1.9730941704035874,0.20627802690582958,0.19716467022091008
07-25,2.235469448584203,0.20566318926974667,0.19717404919566708
07-25,2.314540059347181,0.20474777448071216,0.1971773150940309
07-25,2.5,0.20535714285714285,0.1971858292212897
07-25,2.5301204819277108,0.2078313253012048,0.19718732910075518
07-25,2.5637181409295353,0.20689655172413793,0.19718904186787636
07-25,2.760180995475113,0.2081447963800905,0.19719992107594242
07-25,2.927927927927928,0.20720720720720726,0.19721042864092747
07-25,2.8421052631578947,0.2075187969924812,0.19720490844615443
07-25,3.6363636363636362,0.2090909090909091,0.1972685620426257
07-25,3.5320417287630406,0.20566318926974667,0.19725850513127108
07-25,4.746268656716418,0.20597014925373136,0.19741247939867207
07-25,4.649776453055142,0.20566318926974667,0.197397072547628
07-25,4.086826347305389,0.2065868263473054,0.19731850662566963
07-25,5.458579881656806,0.20414201183431954,0.1975453162349187
07-25,5.614035087719298,0.20175438596491227,0.19757902948909917
07-25,5.314787701317716,0.2020497803806735,0.19751568560762747
07-25,7.705627705627706,0.19913419913419916,0.1982234185051977
07-25,7.666174298375184,0.2038404726735598,0.19820764490321297
07-25,7.9714285714285715,0.19714285714285715,0.19833366368979202
07-25,10.502092050209205,0.19246861924686193,0.19976623063951804
07-25,10.565770862800566,0.19519094766619519,0.19981205662752985
07-25,11.43884892086331,0.1985611510791367,0.20049374077090204
07-25,12.270742358078602,0.20087336244541487,0.20124017795383473
07-25,12.342606149341142,0.2020497803806735,0.20130929548578377
07-25,13.539823008849558,0.20353982300884957,0.2025746557254968
07-25,12.844444444444445,0.20444444444444446,0.20181319811229312
07-25,14.932735426008968,0.20627802690582958,0.2043335251411206
07-25,15.386949924127464,0.2094081942336874,0.20497802205523838
07-25,16.82370820668693,0.209726443768997,0.20726122488734977
07-25,17.129909365558913,0.2084592145015106,0.20779778880204686
07-25,16.84370257966616,0.2094081942336874,0.20729571206763464
07-25,18.787446504992868,0.19686162624821685,0.21102516697183213
07-25,15.895522388059701,0.20597014925373136,0.2057429724964093
07-25,17.240853658536587,0.2103658536585366,0.20799667291072071
07-25,20.26275115919629,0.2132921174652241,0.2143818504312955
07-25,20.93990755007704,0.2126348228043143,0.21608414225396957
07-25,20.514018691588785,0.21495327102803738,0.21500134852875602
07-25,21.762870514820595,0.2152886115444618,0.21829569694585313
07-25,23.4375,0.215625,0.22330047511673337
07-25,22.850467289719624,0.21495327102803738,0.22146713869962853
07-25,23.601236476043276,0.2132921174652241,0.2238273865829291
07-25,22.477064220183486,0.21100917431192662,0.2203457225436021
07-25,25.240384615384617,0.22115384615384617,0.22948716369486183
07-25,24.62822458270106,0.2094081942336874,0.22729039696714334
07-25,22.175925925925927,0.212962962962963,0.21946627442295816
07-25,25.11737089201878,0.215962441314554,0.22903763198164134
07-25,25.802861685214626,0.21939586645469,0.23159518248637728
07-25,25.015673981191224,0.2163009404388715,0.22866908527808655
07-25,22.807570977917983,0.21766561514195587,0.22133655633086782
07-25,26.0828025477707,0.21974522292993634,0.23267681951317573
07-25,26.05388272583201,0.21870047543581617,0.23256406965818363
07-25,24.562798092209857,0.21939586645469,0.2270615336208882
07-25,25.078864353312305,0.21766561514195587,0.22889775735089785
07-25,25.153473344103393,0.22294022617124398,0.22916913749436923
07-25,22.63157894736842,0.22009569377990432,0.22080558936175007
07-25,23.60576923076923,0.22115384615384617,0.22384207059779046
07-25,26.857610474631752,0.22585924713584288,0.23578515818128032
07-25,25.572139303482587,0.22885572139303484,0.23072000927084949
07-25,26.910299003322258,0.2292358803986711,0.23600272156022242
07-25,25.09708737864078,0.22330097087378645,0.22896390243757261
07-25,24.74631751227496,0.22585924713584288,0.22770636756383647
07-25,26.6218487394958,0.2319327731092437,0.2348213536198945
07-25,25.396039603960396,0.22772277227722773,0.23006186117984648
07-25,25.13776337115073,0.22366288492706643,0.22911186961645186
07-25,23.633440514469452,0.22186495176848875,0.22393182674675297
07-25,22.524590163934427,0.22622950819672133,0.22048654394549377
07-25,23.794788273615637,0.22475570032573292,0.22445909676744188
07-25,22.205882352941174,0.22549019607843138,0.2195527703819162
07-25,21.442786069651742,0.22885572139303484,0.21741662163566597
07-25,24.974358974358974,0.23589743589743592,0.2285201564633105
07-25,25.303030303030305,0.23232323232323232,0.22971766725555193
07-25,26.620450606585788,0.2391681109185442,0.23481568519253548
07-25,23.949579831932773,0.2319327731092437,0.22497124705419552
07-25,27.53001715265866,0.23670668953687823,0.2386217708824189
07-25,24.65195246179966,0.234295415959253,0.22737367832147595
07-25,26.0,0.23589743589743592,0.23235461846340025
07-25,27.384615384615383,0.23589743589743592,0.2379972743696385
07-25,26.42857142857143,0.23469387755102042,0.2340430075467519
07-25,26.28183361629881,0.234295415959253,0.2334591241636389
07-25,27.36156351791531,0.22475570032573292,0.2378988330080812
07-25,28.027681660899656,0.2387543252595156,0.24080617914577088
07-25,28.48432055749129,0.24041811846689898,0.24287517916405119
07-25,27.587412587412587,0.24125874125874125,0.23886998252578343
07-25,29.735449735449734,0.24338624338624337,0.24886820680682326
07-25,29.627659574468087,0.24468085106382984,0.24833287958384864
07-25,31.711229946524064,0.24598930481283424,0.25933553209949894
07-25,28.449197860962567,0.24598930481283424,0.24271382287879414
07-25,30.379061371841157,0.2490974729241877,0.2521405841674682
07-25,27.76595744680851,0.24468085106382984,0.23964829227825318
07-25,31.636363636363637,0.25090909090909097,0.258915834716834
07-25,29.78609625668449,0.24598930481283424,0.2491209899108385
07-25,27.398230088495577,0.24424778761061947,0.23805548762770534
07-25,29.46236559139785,0.24731182795698925,0.24751899321831133
07-25,29.237749546279492,0.250453720508167,0.24642658022529307
07-25,29.456521739130434,0.25,0.24749037410397842
07-25,29.730215827338128,0.24820143884892087,0.24884212943715203
07-25,28.091872791519435,0.24381625441696111,0.24109326490797722
07-25,28.216783216783217,0.24125874125874125,0.24165542495235842
07-25,28.72566371681416,0.24424778761061947,0.2439939935430716
07-25,27.01048951048951,0.24125874125874125,0.23641862827060595
07-25,28.53658536585366,0.24041811846689898,0.2431159752994616
07-25,30.481283422459892,0.24598930481283424,0.2526723944104534
07-25,28.43243243243243,0.24864864864864866,0.2426369321002067
07-25,28.668941979522184,0.2354948805460751,0.2437294605820688
07-25,28.626760563380284,0.24295774647887328,0.24353337093801397
07-25,31.088929219600725,0.250453720508167,0.25590285733761803
07-25,34.896694214876035,0.2851239669421488,0.27895702187550747
07-25,38.27814569536424,0.304635761589404,0.3037764409172773
07-25,36.92307692307692,0.30329670329670333,0.29331576486090194
07-25,33.539651837524175,0.26692456479690524,0.2701695827833955
07-25,31.206896551724135,0.26436781609195403,0.2565438502725983
07-25,32.098298676748584,0.2608695652173913,0.26153504225339635
07-25,31.92090395480226,0.2598870056497175,0.26052082295310985
07-25,32.27626459143969,0.2684824902723736,0.2625630841685054
07-25,31.19760479041916,0.2754491017964072,0.2564931978011465
07-25,35.625,0.2782258064516129,0.2839442289411198
07-25,33.58024691358025,0.2839506172839506,0.2704230761889715
07-25,36.55844155844156,0.2987012987012987,0.2906199634557574
07-25,40.175879396984925,0.3467336683417086,0.31963108988122657
07-25,45.902578796561606,0.39541547277936967,0.37656653239778864
07-25,47.30061349693251,0.4233128834355828,0.39266951399261124
07-25,47.845659163987136,0.4437299035369775,0.39919343092409165
07-25,51.92691029900332,0.4584717607973422,0.45258950680217097
07-25,48.75,0.4662162162162162,0.41032758985627876
07-25,49.293286219081274,0.48763250883392223,0.41720450684062393
07-25,54.965753424657535,0.47260273972602745,0.4977903559249064
07-25,48.3495145631068,0.4466019417475729,0.4053488783145008
07-25,51.22641509433962,0.4339622641509434,0.4428414626037558
07-25,49.90654205607476,0.42990654205607476,0.42513873564753574
07-25,49.71153846153846,0.44230769230769235,0.42259595489409374
07-25,55.876288659793815,0.4742268041237113,0.5122790781887724
07-25,49.675324675324674,0.44805194805194803,0.4221257815910548
07-25,52.354838709677416,0.44516129032258067,0.4586665300718019
07-25,49.89473684210526,0.4842105263157895,0.4249842715204449
07-25,56.42599277978339,0.4981949458483754,0.5212421390448254
07-25,58.28897338403041,0.5247148288973384,0.5528487337253454
07-25,56.16541353383458,0.518796992481203,0.5169729316210374
07-25,56.71875,0.5390625,0.5260825854513904
07-25,59.5219123505976,0.549800796812749,0.5748303140277208
07-25,63.02238805970149,0.5149253731343284,0.6420084054408054
07-25,58.72093023255814,0.5348837209302325,0.5604523773775756
07-25,62.00836820083683,0.5774058577405858,0.6218095519160074
07-25,60.74074074074074,0.5679012345679012,0.5974111264913852
07-25,60.118110236220474,0.5433070866141734,0.5857692416518011
07-25,61.08,0.552,0.6038489962213247
07-25,58.949416342412455,0.5369649805447472,0.5645167933731513
07-25,59.20454545454546,0.5227272727272727,0.5690899911997462
07-25,57.857142857142854,0.518796992481203,0.5453516171766969
07-25,57.84860557768924,0.549800796812749,0.5452044460899744
07-25,60.59113300492611,0.6798029556650246,0.5945933444096595
07-25,64.8768472906404,0.6798029556650246,0.6805459281896502
07-25,65.90163934426229,0.7540983606557378,0.7027439120116363
07-25,68.53080568720378,0.6540284360189573,0.7627022694837527
07-25,67.12871287128714,0.6831683168316832,0.7301834547158583
07-25,68.92857142857143,0.8214285714285714,0.7721569660059209
07-25,74.66666666666667,1.0222222222222224,0.9201832070955158
07-25,81.45348837209302,0.8023255813953489,1.1248256496950537
07-25,72.94736842105263,0.7263157894736842,0.873505979073199
07-25,66.30841121495328,0.6448598130841122,0.7117355593985035
07-25,66.14285714285714,0.6571428571428571,0.7080635524493563
07-25,63.673469387755105,0.9387755102040817,0.6553014567057758
07-25,70.59701492537313,0.6865671641791045,0.8129353269613995
07-25,60.71713147410358,0.549800796812749,0.596965597244004
07-25,54.03614457831325,0.8313253012048192,0.4834527405483612
07-25,77.22222222222223,0.851851851851852,0.9933603840489604
07-25,76.99421965317919,0.7976878612716763,0.9866443474241154
07-25,66.27615062761507,0.5774058577405858,0.7110186730792519
07-25,65.85,0.69,0.7016098020035201
07-25,70.71428571428572,0.7582417582417582,0.8158702069102265
07-25,72.51655629139073,0.9139072847682119,0.8621259233084586
07-25,80.55944055944056,0.965034965034965,1.0959536087647086
07-25,83.06122448979592,0.9387755102040817,1.178251180893677
07-25,80.0,0.9387755102040817,1.0781883959037322
07-25,80.12903225806451,0.8903225806451613,1.082265385556843
07-25,74.20212765957447,0.7340425531914894,0.9073712338625215
07-25,72.44318181818181,0.7840909090909091,0.8602002231311198
07-25,70.0,0.696969696969697,0.7981345718069253
07-25,67.78378378378379,0.745945945945946,0.7452205796454716
07-25,68.54748603351956,0.7709497206703911,0.7630967050349696
07-25,73.875,0.8625,0.8984383342153254
07-25,70.10362694300518,0.7150259067357513,0.8006868172939212
07-25,61.79282868525896,0.549800796812749,0.6175945624456046
07-25,57.595818815331015,0.48083623693379796,0.5408650749675352
07-25,56.81978798586572,0.48763250883392223,0.5277640026331063
07-25,51.51832460732984,0.7225130890052356,0.44687366251408317
07-25,70.48192771084337,0.8313253012048192,0.8100639192019289
07-25,66.3716814159292,0.6106194690265486,0.7131434229054892
07-25,63.103448275862064,0.6798029556650246,0.6436495332492123
07-25,63.09917355371901,0.5702479338842976,0.6435628898732592
07-25,59.173228346456696,0.5433070866141734,0.5685266472292531
07-25,59.635627530364374,0.5587044534412956,0.5769010631546241
07-25,57.48091603053435,0.5267175572519084,0.5389043388208989
07-25,53.321554770318016,0.48763250883392223,0.4727394839378877
07-25,52.604166666666664,0.47916666666666663,0.4622502320329781
07-25,53.20945945945946,0.4662162162162162,0.4710830007754275
07-25,50.09708737864078,0.4466019417475729,0.42764134339535287
07-25,47.310924369747895,0.38655462184873945,0.39279163853047444
07-25,46.63793103448276,0.3965517241379311,0.3849242239292204
07-25,43.47258485639687,0.360313315926893,0.3506790445264659
07-25,36.013215859030836,0.30396475770925113,0.2866815703133037
07-25,28.384615384615383,0.26538461538461544,0.24241809424974828
07-25,29.94360902255639,0.2593984962406015,0.2499122916423533
07-25,26.82226211849192,0.24775583482944344,0.23563964182210434
07-25,24.450261780104714,0.24083769633507854,0.22667053016746966
07-25,23.276740237691,0.234295415959253,0.22278977781779016
07-25,24.309484193011645,0.22961730449251247,0.2261861063489207
07-25,20.165562913907284,0.22847682119205298,0.21414603974899693
07-25,20.38205980066445,0.2292358803986711,0.21467423005848793
07-25,21.705298013245034,0.22847682119205298,0.2181357868235812
07-25,17.950819672131146,0.22622950819672133,0.2093268013577388
07-25,21.34426229508197,0.22622950819672133,0.21715090896352834
07-25,21.057692307692307,0.22115384615384617,0.21639095905883546
07-25,18.87323943661972,0.215962441314554,0.2112075452330919
07-25,18.50381679389313,0.21068702290076338,0.21043320149042552
07-25,18.65237366003063,0.2113323124042879,0.21074116118802735
07-25,19.848254931714717,0.2094081942336874,0.21339078816751098
07-25,18.24074074074074,0.212962962962963,0.20989904950402463
07-25,17.796610169491522,0.2126348228043143,0.20902935340931728
07-25,16.984615384615385,0.2123076923076923,0.20754093640087193
07-25,17.129485179407176,0.2152886115444618,0.20779703297556812
07-25,16.831530139103553,0.2132921174652241,0.20727470740741283
07-25,15.48238897396631,0.2113323124042879,0.20511804864321825
07-25,15.954545454545455,0.2090909090909091,0.2058347706224204
07-25,14.798807749627423,0.20566318926974667,0.20415031780427184
07-25,17.26153846153846,0.2123076923076923,0.2080340186279943
07-25,17.346625766871163,0.2116564417177914,0.20818852048656328
07-25,14.385432473444611,0.2094081942336874,0.20360406755355998
07-25,14.093655589123866,0.2084592145015106,0.20323570168786295
07-25,12.360902255639099,0.2075187969924812,0.20132701275861398
07-25,11.21580547112462,0.209726443768997,0.20030994997829224
07-25,11.149253731343284,0.20597014925373136,0.20025641167868785
07-25,11.688888888888888,0.20444444444444446,0.20070787352719044
07-25,10.180180180180182,0.20720720720720726,0.19954239874404245
07-25,11.517450682852806,0.2094081942336874,0.20056012551885485
07-25,9.761194029850746,0.20597014925373136,0.19927021320405625
07-25,9.144634525660965,0.2146189735614308,0.19890752990291496
07-25,10.398773006134968,0.2116564417177914,0.199692972783011
07-25,10.975609756097562,0.2103658536585366,0.20011950438481926
07-25,9.468892261001516,0.2094081942336874,0.19909277028278025
07-25,8.666666666666666,0.20444444444444446,0.19865598520048813
07-25,8.0,0.20444444444444446,0.19834593151093813
07-25,7.511111111111111,0.20444444444444446,0.19814710337355546
07-25,8.22289156626506,0.2078313253012048,0.1984444690868142
07-25,8.268072289156626,0.2078313253012048,0.19846506176413486
07-25,7.633928571428571,0.20535714285714285,0.1981948648657339
07-25,6.801242236024844,0.21428571428571427,0.1978985158897956
07-25,5.954545454545454,0.2090909090909091,0.19765917680147788
