day,idx,TT_obs_min,TT_pred_oos_min
0725,0,0.20324005891016197,0.19714285714285715
0725,1,0.20145985401459857,0.19714285714285715
0725,2,0.20087336244541487,0.19714285714285715
0725,3,0.2038404726735598,0.19714285714285715
0725,4,0.20444444444444446,0.19714285714285715
0725,5,0.20294117647058826,0.19714285714285715
0725,6,0.2038404726735598,0.19714285714285715
0725,7,0.21068702290076338,0.19714285714285715
0725,8,0.2103658536585366,0.19714285714285715
0725,9,0.20535714285714285,0.19714285714285715
0725,10,0.20294117647058826,0.19714285714285715
0725,11,0.2090909090909091,0.19714285714285715
0725,12,0.20720720720720726,0.19714285714285715
0725,13,0.2075187969924812,0.19714285714285715
0725,14,0.20535714285714285,0.19714285714285715
0725,15,0.20720720720720726,0.19714285714285715
0725,16,0.2132921174652241,0.19714285714285715
0725,17,0.2090909090909091,0.19714285714285715
0725,18,0.2090909090909091,0.19714285714285715
0725,19,0.209726443768997,0.19714285714285715
0725,20,0.20414201183431954,0.19714285714285715
0725,21,0.21068702290076338,0.19714285714285715
0725,22,0.21198156682027652,0.19714285714285715
0725,23,0.2100456621004566,0.19714285714285715
0725,24,0.21068702290076338,0.19714285714285715
0725,25,0.20689655172413793,0.19714285714285715
0725,26,0.21904761904761905,0.19714285714285715
0725,27,0.21100917431192662,0.19714285714285715
0725,28,0.20535714285714285,0.19714285714285715
0725,29,0.2100456621004566,0.19714285714285715
0725,30,0.2103658536585366,0.19714285714285715
0725,31,0.20689655172413793,0.19714285714285715
0725,32,0.2103658536585366,0.19714285714285715
0725,33,0.2081447963800905,0.19714285714285715
0725,34,0.20566318926974667,0.19714285714285715
0725,35,0.20877458396369142,0.19714285714285715
0725,36,0.2065868263473054,0.19714285714285715
0725,37,0.2090909090909091,0.19714285714285715
0725,38,0.20597014925373136,0.19714285714285715
0725,39,0.20414201183431954,0.19714285714285715
0725,40,0.20627802690582958,0.19714285714285715
0725,41,0.20566318926974667,0.19714285714285715
0725,42,0.20474777448071216,0.19714285714285715
0725,43,0.20535714285714285,0.19714285714285715
0725,44,0.2078313253012048,0.19714285714285715
0725,45,0.20689655172413793,0.19714285714285715
0725,46,0.2081447963800905,0.19714285714285715
0725,47,0.20720720720720726,0.19714285714285715
0725,48,0.2075187969924812,0.19714285714285715
0725,49,0.2090909090909091,0.19714285714285715
0725,50,0.20566318926974667,0.19714285714285715
0725,51,0.20597014925373136,0.19714285714285715
0725,52,0.20566318926974667,0.19714285714285715
0725,53,0.2065868263473054,0.19714285714285715
0725,54,0.20414201183431954,0.19714285714285715
0725,55,0.20175438596491227,0.19714285714285715
0725,56,0.2020497803806735,0.19714285714285715
0725,57,0.19913419913419916,0.19714285714285715
0725,58,0.2038404726735598,0.19714285714285715
0725,59,0.19714285714285715,0.19714285714285715
0725,60,0.19246861924686193,0.19714285714285715
0725,61,0.19519094766619519,0.19714285714285715
0725,62,0.1985611510791367,0.19714285714285715
0725,63,0.20087336244541487,0.19714285714285715
0725,64,0.2020497803806735,0.19714285714285715
0725,65,0.20353982300884957,0.19714285714285715
0725,66,0.20444444444444446,0.19714285714285715
0725,67,0.20627802690582958,0.19714285714285715
0725,68,0.2094081942336874,0.19714285714285715
0725,69,0.209726443768997,0.19714285714285715
0725,70,0.2084592145015106,0.19714285714285715
0725,71,0.2094081942336874,0.19714285714285715
0725,72,0.19686162624821685,0.19714285714285715
0725,73,0.20597014925373136,0.19714285714285715
0725,74,0.2103658536585366,0.19714285714285715
0725,75,0.2132921174652241,0.19714285714285715
0725,76,0.2126348228043143,0.19714285714285715
0725,77,0.21495327102803738,0.19714285714285715
0725,78,0.2152886115444618,0.19714285714285715
0725,79,0.215625,0.19714285714285715
0725,80,0.21495327102803738,0.19714285714285715
0725,81,0.2132921174652241,0.19714285714285715
0725,82,0.21100917431192662,0.19714285714285715
0725,83,0.22115384615384617,0.19714285714285715
0725,84,0.2094081942336874,0.19714285714285715
0725,85,0.212962962962963,0.19714285714285715
0725,86,0.215962441314554,0.19714285714285715
0725,87,0.21939586645469,0.19714285714285715
0725,88,0.2163009404388715,0.19714285714285715
0725,89,0.21766561514195587,0.19714285714285715
0725,90,0.21974522292993634,0.19714285714285715
0725,91,0.21870047543581617,0.19714285714285715
0725,92,0.21939586645469,0.19714285714285715
0725,93,0.21766561514195587,0.19714285714285715
0725,94,0.22294022617124398,0.19714285714285715
0725,95,0.22009569377990432,0.19714285714285715
0725,96,0.22115384615384617,0.19714285714285715
0725,97,0.22585924713584288,0.19714285714285715
0725,98,0.22885572139303484,0.19714285714285715
0725,99,0.2292358803986711,0.19714285714285715
0725,100,0.22330097087378645,0.19714285714285715
0725,101,0.22585924713584288,0.19714285714285715
0725,102,0.2319327731092437,0.19714285714285715
0725,103,0.22772277227722773,0.19714285714285715
0725,104,0.22366288492706643,0.19714285714285715
0725,105,0.22186495176848875,0.19714285714285715
0725,106,0.22622950819672133,0.19714285714285715
0725,107,0.22475570032573292,0.19714285714285715
0725,108,0.22549019607843138,0.19714285714285715
0725,109,0.22885572139303484,0.19714285714285715
0725,110,0.23589743589743592,0.19714285714285715
0725,111,0.23232323232323232,0.19714285714285715
0725,112,0.2391681109185442,0.19714285714285715
0725,113,0.2319327731092437,0.19714285714285715
0725,114,0.23670668953687823,0.19714285714285715
0725,115,0.234295415959253,0.19714285714285715
0725,116,0.23589743589743592,0.19714285714285715
0725,117,0.23589743589743592,0.19714285714285715
0725,118,0.23469387755102042,0.19714285714285715
0725,119,0.234295415959253,0.19714285714285715
0725,120,0.22475570032573292,0.19714285714285715
0725,121,0.2387543252595156,0.19714285714285715
0725,122,0.24041811846689898,0.19714285714285715
0725,123,0.24125874125874125,0.19714285714285715
0725,124,0.24338624338624337,0.19714285714285715
0725,125,0.24468085106382984,0.19714285714285715
0725,126,0.24598930481283424,0.19714285714285715
0725,127,0.24598930481283424,0.19714285714285715
0725,128,0.2490974729241877,0.19714285714285715
0725,129,0.24468085106382984,0.19714285714285715
0725,130,0.25090909090909097,0.19714285714285715
0725,131,0.24598930481283424,0.19714285714285715
0725,132,0.24424778761061947,0.19714285714285715
0725,133,0.24731182795698925,0.19714285714285715
0725,134,0.250453720508167,0.19714285714285715
0725,135,0.25,0.19714285714285715
0725,136,0.24820143884892087,0.19714285714285715
0725,137,0.24381625441696111,0.19714285714285715
0725,138,0.24125874125874125,0.19714285714285715
0725,139,0.24424778761061947,0.19714285714285715
0725,140,0.24125874125874125,0.19714285714285715
0725,141,0.24041811846689898,0.19714285714285715
0725,142,0.24598930481283424,0.19714285714285715
0725,143,0.24864864864864866,0.19714285714285715
0725,144,0.2354948805460751,0.19714285714285715
0725,145,0.24295774647887328,0.19714285714285715
0725,146,0.250453720508167,0.19714285714285715
0725,147,0.2851239669421488,0.19714285714285715
0725,148,0.304635761589404,0.19714285714285715
0725,149,0.30329670329670333,0.19714285714285715
0725,150,0.26692456479690524,0.19714285714285715
0725,151,0.26436781609195403,0.19714285714285715
0725,152,0.2608695652173913,0.19714285714285715
0725,153,0.2598870056497175,0.19714285714285715
0725,154,0.2684824902723736,0.19714285714285715
0725,155,0.2754491017964072,0.19714285714285715
0725,156,0.2782258064516129,0.19714285714285715
0725,157,0.2839506172839506,0.19774482639264562
0725,158,0.2987012987012987,0.19952172357575623
0725,159,0.3467336683417086,0.20243003284280667
0725,160,0.39541547277936967,0.20642623834441456
0725,161,0.4233128834355828,0.21146682423119775
0725,162,0.4437299035369775,0.21750827465377387
0725,163,0.4584717607973422,0.22450707376276044
0725,164,0.4662162162162162,0.2324197057087755
0725,165,0.48763250883392223,0.24120265464243656
0725,166,0.47260273972602745,0.25081240471436117
0725,167,0.4466019417475729,0.2612054400751674
0725,168,0.4339622641509434,0.2723382448754727
0725,169,0.42990654205607476,0.28416730326589457
0725,170,0.44230769230769235,0.29664909939705125
0725,171,0.4742268041237113,0.30974011741956015
0725,172,0.44805194805194803,0.32339684148403863
0725,173,0.44516129032258067,0.33757575574110504
0725,174,0.4842105263157895,0.35223334434137676
0725,175,0.4981949458483754,0.3673260914354711
0725,176,0.5247148288973384,0.38281048117400657
0725,177,0.518796992481203,0.39864299770760037
0725,178,0.5390625,0.41478012518687
0725,179,0.549800796812749,0.4311783477624338
0725,180,0.5149253731343284,0.44779414958490904
0725,181,0.5348837209302325,0.4645840148049132
0725,182,0.5774058577405858,0.48150442757306455
0725,183,0.5679012345679012,0.4985118720399805
0725,184,0.5433070866141734,0.5155628323562784
0725,185,0.552,0.5326137926725767
0725,186,0.5369649805447472,0.5496212371394926
0725,187,0.5227272727272727,0.5665416499076436
0725,188,0.518796992481203,0.583331515127648
0725,189,0.549800796812749,0.5999473169501234
0725,190,0.6798029556650246,0.6163455395256867
0725,191,0.6798029556650246,0.6324826670049568
0725,192,0.7540983606557378,0.6483151835385506
0725,193,0.6540284360189573,0.6637995732770856
0725,194,0.6831683168316832,0.6788923203711801
0725,195,0.8214285714285714,0.6935499089714521
0725,196,1.0222222222222224,0.7077288232285183
0725,197,0.8023255813953489,0.7213855472929966
0725,198,0.7263157894736842,0.7344765653155059
0725,199,0.6448598130841122,0.7469583614466623
0725,200,0.6571428571428571,0.7587874198370842
0725,201,0.9387755102040817,0.7699202246373898
0725,202,0.6865671641791045,0.7803132599981958
0725,203,0.549800796812749,0.7899230100701204
0725,204,0.8313253012048192,0.7987059590037816
0725,205,0.851851851851852,0.8066185909497965
0725,206,0.7976878612716763,0.8136173900587833
0725,207,0.5774058577405858,0.8196588404813594
0725,208,0.69,0.8246994263681426
0725,209,0.7582417582417582,0.8286956318697505
0725,210,0.9139072847682119,0.831603941136801
0725,211,0.965034965034965,0.8333808383199115
0725,212,0.9387755102040817,0.8339828075697001
0725,213,0.9387755102040817,0.8333663330367842
0725,214,0.8903225806451613,0.8314878988717816
0725,215,0.7340425531914894,0.82830398922531
0725,216,0.7840909090909091,0.8237710882479868
0725,217,0.696969696969697,0.8178456800904302
0725,218,0.745945945945946,0.8104842489032581
0725,219,0.7709497206703911,0.801643278837087
0725,220,0.8625,0.7912792540425359
0725,221,0.7150259067357513,0.779348658670222
0725,222,0.549800796812749,0.7658079768707624
0725,223,0.48083623693379796,0.7506136927947759
0725,224,0.48763250883392223,0.7337222905928799
0725,225,0.7225130890052356,0.715090254415691
0725,226,0.8313253012048192,0.6946740684138285
0725,227,0.6106194690265486,0.6724302167379095
0725,228,0.6798029556650246,0.6483151835385506
0725,229,0.5702479338842976,0.6222854529663715
0725,230,0.5433070866141734,0.5942975091719888
0725,231,0.5587044534412956,0.5643078363060191
0725,232,0.5267175572519084,0.5322729185190825
0725,233,0.48763250883392223,0.4981492399617956
0725,234,0.47916666666666663,0.4618932847847744
0725,235,0.4662162162162162,0.42346153713863977
0725,236,0.4466019417475729,0.38281048117400784
0725,237,0.38655462184873945,0.3398966010414945
0725,238,0.3965517241379311,0.29467638089172105
0725,239,0.360313315926893,0.2471063048753034
0725,240,0.30396475770925113,0.19714285714285715
0725,241,0.26538461538461544,0.19714285714285715
0725,242,0.2593984962406015,0.19714285714285715
0725,243,0.24775583482944344,0.19714285714285715
0725,244,0.24083769633507854,0.19714285714285715
0725,245,0.234295415959253,0.19714285714285715
0725,246,0.22961730449251247,0.19714285714285715
0725,247,0.22847682119205298,0.19714285714285715
0725,248,0.2292358803986711,0.19714285714285715
0725,249,0.22847682119205298,0.19714285714285715
0725,250,0.22622950819672133,0.19714285714285715
0725,251,0.22622950819672133,0.19714285714285715
0725,252,0.22115384615384617,0.19714285714285715
0725,253,0.215962441314554,0.19714285714285715
0725,254,0.21068702290076338,0.19714285714285715
0725,255,0.2113323124042879,0.19714285714285715
0725,256,0.2094081942336874,0.19714285714285715
0725,257,0.212962962962963,0.19714285714285715
0725,258,0.2126348228043143,0.19714285714285715
0725,259,0.2123076923076923,0.19714285714285715
0725,260,0.2152886115444618,0.19714285714285715
0725,261,0.2132921174652241,0.19714285714285715
0725,262,0.2113323124042879,0.19714285714285715
0725,263,0.2090909090909091,0.19714285714285715
0725,264,0.20566318926974667,0.19714285714285715
0725,265,0.2123076923076923,0.19714285714285715
0725,266,0.2116564417177914,0.19714285714285715
0725,267,0.2094081942336874,0.19714285714285715
0725,268,0.2084592145015106,0.19714285714285715
0725,269,0.2075187969924812,0.19714285714285715
0725,270,0.209726443768997,0.19714285714285715
0725,271,0.20597014925373136,0.19714285714285715
0725,272,0.20444444444444446,0.19714285714285715
0725,273,0.20720720720720726,0.19714285714285715
0725,274,0.2094081942336874,0.19714285714285715
0725,275,0.20597014925373136,0.19714285714285715
0725,276,0.2146189735614308,0.19714285714285715
0725,277,0.2116564417177914,0.19714285714285715
0725,278,0.2103658536585366,0.19714285714285715
0725,279,0.2094081942336874,0.19714285714285715
0725,280,0.20444444444444446,0.19714285714285715
0725,281,0.20444444444444446,0.19714285714285715
0725,282,0.20444444444444446,0.19714285714285715
0725,283,0.2078313253012048,0.19714285714285715
0725,284,0.2078313253012048,0.19714285714285715
0725,285,0.20535714285714285,0.19714285714285715
0725,286,0.21428571428571427,0.19714285714285715
0725,287,0.2090909090909091,0.19714285714285715
